,Car Name,Price,EMI,Features,Location,Car Brand,Model,Model Year,Gear,Driven (Kms),Ownership,Fuel,EMI (monthly)
517,2014 Maruti SwiftVDI ABS Manual,"4,16,399","â‚¹9,263/month","64,514 km
2nd Owner
Diesel",Delhi,Maruti,['SwiftVDI ABS'],2014,['Manual'],"64,514",2,Diesel,"9,263"
518,2014 Maruti SwiftVDI ABS Manual,"4,16,699","â‚¹9,269/month","49,216 km
2nd Owner
Diesel",Delhi,Maruti,['SwiftVDI ABS'],2014,['Manual'],"49,216",2,Diesel,"9,269"
519,2016 Tata TiagoXZ 1.2 REVOTRON Manual,"4,27,099","â‚¹9,501/month","31,278 km
1st Owner
Petrol",Delhi,Tata,['TiagoXZ 1.2 REVOTRON'],2016,['Manual'],"31,278",1,Petrol,"9,501"
520,2016 Maruti BalenoDELTA 1.2 K12 Manual,"5,36,799","â‚¹11,941/month","44,604 km
1st Owner
Petrol",Delhi,Maruti,['BalenoDELTA 1.2 K12'],2016,['Manual'],"44,604",1,Petrol,"11,941"
521,2015 Maruti Wagon R 1.0VXI Manual,"3,55,999","â‚¹7,919/month","14,833 km
1st Owner
Petrol",Delhi,Maruti,['Wagon R 1.0VXI'],2015,['Manual'],"14,833",1,Petrol,"7,919"
522,2015 Maruti SwiftVXI Manual,"4,90,799","â‚¹10,918/month","27,651 km
1st Owner
Petrol",Delhi,Maruti,['SwiftVXI'],2015,['Manual'],"27,651",1,Petrol,"10,918"
523,2018 Maruti Wagon R 1.0VXI Manual,"4,65,899","â‚¹10,364/month","11,773 km
1st Owner
Petrol",Delhi,Maruti,['Wagon R 1.0VXI'],2018,['Manual'],"11,773",1,Petrol,"10,364"
524,2018 Maruti Wagon R 1.0VXI Manual,"4,60,699","â‚¹10,248/month","24,014 km
1st Owner
Petrol",Delhi,Maruti,['Wagon R 1.0VXI'],2018,['Manual'],"24,014",1,Petrol,"10,248"
525,2015 Maruti Swift DzireZDI Manual,"5,13,899","â‚¹11,431/month","13,258 km
1st Owner
Diesel",Delhi,Maruti,['Swift DzireZDI'],2015,['Manual'],"13,258",1,Diesel,"11,431"
526,2014 Honda CitySV MT DIESEL Manual,"5,17,999","â‚¹11,523/month","79,174 km
1st Owner
Diesel",Delhi,Honda,['CitySV MT DIESEL'],2014,['Manual'],"79,174",1,Diesel,"11,523"
527,2013 Volkswagen PoloHIGHLINE1.2L DIESEL Manual,"3,46,999","â‚¹7,719/month","61,556 km
1st Owner
Diesel",Delhi,Volkswagen,['PoloHIGHLINE1.2L DIESEL'],2013,['Manual'],"61,556",1,Diesel,"7,719"
528,2016 Maruti Alto K10LXI Manual,"2,97,699","â‚¹6,622/month","9,730 km
1st Owner
Petrol",Delhi,Maruti,['Alto K10LXI'],2016,['Manual'],"9,730",1,Petrol,"6,622"
529,2016 Maruti Alto K10VXI Manual,"3,02,399","â‚¹6,727/month","49,881 km
1st Owner
Petrol",Delhi,Maruti,['Alto K10VXI'],2016,['Manual'],"49,881",1,Petrol,"6,727"
530,2017 Honda WR-V1.2 i-VTEC VX MT Manual,"7,61,299","â‚¹16,935/month","16,683 km
1st Owner
Petrol",Delhi,Honda,['WR-V1.2 i-VTEC VX MT'],2017,['Manual'],"16,683",1,Petrol,"16,935"
531,2018 Maruti SwiftVXI AMT Automatic,"6,34,699","â‚¹14,119/month","32,348 km
2nd Owner
Petrol",Delhi,Maruti,['SwiftVXI AMT'],2018,['Automatic'],"32,348",2,Petrol,"14,119"
532,2017 Maruti Alto K10VXI Manual,"3,49,599","â‚¹7,777/month","16,788 km
1st Owner
Petrol",Delhi,Maruti,['Alto K10VXI'],2017,['Manual'],"16,788",1,Petrol,"7,777"
533,2018 Ford Ecosport1.5TITANIUM TDCI Manual,"8,58,999","â‚¹19,108/month","24,288 km
1st Owner
Diesel",Delhi,Ford,['Ecosport1.5TITANIUM TDCI'],2018,['Manual'],"24,288",1,Diesel,"19,108"
534,2019 Renault KwidRXL Manual,"3,53,899","â‚¹7,872/month","20,322 km
1st Owner
Petrol",Delhi,Renault,['KwidRXL'],2019,['Manual'],"20,322",1,Petrol,"7,872"
535,2018 Maruti CelerioZXI OPT Manual,"5,01,199","â‚¹11,149/month","27,816 km
1st Owner
Petrol",Delhi,Maruti,['CelerioZXI OPT'],2018,['Manual'],"27,816",1,Petrol,"11,149"
536,2015 Volkswagen PoloCOMFORTLINE 1.2L PETROL Manual,"4,48,699","â‚¹9,981/month","56,874 km
1st Owner
Petrol",Delhi,Volkswagen,['PoloCOMFORTLINE 1.2L PETROL'],2015,['Manual'],"56,874",1,Petrol,"9,981"
537,2019 Ford EcosportTREND + 1.5 TI VCT AT Automatic,"8,36,599","â‚¹18,610/month","24,435 km
1st Owner
Petrol",Delhi,Ford,['EcosportTREND + 1.5 TI VCT AT'],2019,['Automatic'],"24,435",1,Petrol,"18,610"
538,2015 Hyundai Grand i10MAGNA 1.1 CRDI Manual,"3,12,299","â‚¹6,947/month","62,491 km
2nd Owner
Diesel",Delhi,Hyundai,['Grand i10MAGNA 1.1 CRDI'],2015,['Manual'],"62,491",2,Diesel,"6,947"
539,2014 Hyundai Elite i20SPORTZ (O) 1.4 Manual,"5,05,699","â‚¹11,249/month","72,861 km
1st Owner
Diesel",Delhi,Hyundai,['Elite i20SPORTZ (O) 1.4'],2014,['Manual'],"72,861",1,Diesel,"11,249"
540,2019 Maruti BalenoSIGMA 1.2 K12 Manual,"5,77,299","â‚¹12,842/month","15,887 km
1st Owner
Petrol",Delhi,Maruti,['BalenoSIGMA 1.2 K12'],2019,['Manual'],"15,887",1,Petrol,"12,842"
541,2019 Maruti BalenoDELTA 1.2 K12 Manual,"6,24,999","â‚¹13,903/month","41,575 km
1st Owner
Petrol",Delhi,Maruti,['BalenoDELTA 1.2 K12'],2019,['Manual'],"41,575",1,Petrol,"13,903"
542,2020 Maruti BalenoDELTA 1.2 K12 Manual,"6,87,999","â‚¹15,304/month","20,791 km
1st Owner
Petrol",Delhi,Maruti,['BalenoDELTA 1.2 K12'],2020,['Manual'],"20,791",1,Petrol,"15,304"
543,2018 Maruti Alto 800LXI Manual,"3,03,699","â‚¹6,756/month","33,946 km
1st Owner
Petrol",Delhi,Maruti,['Alto 800LXI'],2018,['Manual'],"33,946",1,Petrol,"6,756"
544,2020 Maruti BalenoDELTA 1.2 K12 Manual,"6,72,999","â‚¹14,970/month","7,052 km
1st Owner
Petrol",Delhi,Maruti,['BalenoDELTA 1.2 K12'],2020,['Manual'],"7,052",1,Petrol,"14,970"
545,2016 Ford Ecosport1.5TITANIUM TDCI Manual,"5,92,099","â‚¹13,171/month","90,171 km
1st Owner
Diesel",Delhi,Ford,['Ecosport1.5TITANIUM TDCI'],2016,['Manual'],"90,171",1,Diesel,"13,171"
546,2018 Hyundai Elite i20Magna Executive Diesel Manual,"6,68,599","â‚¹14,873/month","62,153 km
1st Owner
Diesel",Delhi,Hyundai,['Elite i20Magna Executive Diesel'],2018,['Manual'],"62,153",1,Diesel,"14,873"
547,2019 Maruti Alto K10VXI Manual,"3,88,999","â‚¹8,653/month","44,280 km
1st Owner
Petrol",Delhi,Maruti,['Alto K10VXI'],2019,['Manual'],"44,280",1,Petrol,"8,653"
548,2020 Maruti S PRESSOVXI Manual,"4,51,999","â‚¹10,054/month","6,637 km
1st Owner
Petrol",Delhi,Maruti,['S PRESSOVXI'],2020,['Manual'],"6,637",1,Petrol,"10,054"
549,2019 Hyundai VENUE1.0L Turbo GDI SX MT Manual,"9,35,199","â‚¹20,803/month","35,157 km
1st Owner
Petrol",Delhi,Hyundai,['VENUE1.0L Turbo GDI SX MT'],2019,['Manual'],"35,157",1,Petrol,"20,803"
550,2018 Hyundai Grand i10MAGNA 1.2 KAPPA VTVT Manual,"4,98,599","â‚¹11,091/month","8,087 km
1st Owner
Petrol",Delhi,Hyundai,['Grand i10MAGNA 1.2 KAPPA VTVT'],2018,['Manual'],"8,087",1,Petrol,"11,091"
551,2014 Hyundai Grand i10SPORTS 1.2 VTVT Manual,"4,42,699","â‚¹9,848/month","24,201 km
1st Owner
Petrol",Delhi,Hyundai,['Grand i10SPORTS 1.2 VTVT'],2014,['Manual'],"24,201",1,Petrol,"9,848"
552,2017 Hyundai Grand i10Sportz(O) 1.2 MT ,"4,47,399","â‚¹9,952/month","44,924 km
2nd Owner
Petrol",Delhi,Hyundai,[],2017,[],"44,924",2,Petrol,"9,952"
553,2015 Hyundai Grand i10SPORTZ 1.2 KAPPA VTVT Manual,"4,40,499","â‚¹9,799/month","13,223 km
1st Owner
Petrol",Delhi,Hyundai,['Grand i10SPORTZ 1.2 KAPPA VTVT'],2015,['Manual'],"13,223",1,Petrol,"9,799"
554,2015 Maruti SwiftVDI ABS Manual,"4,89,599","â‚¹10,891/month","56,552 km
1st Owner
Diesel",Delhi,Maruti,['SwiftVDI ABS'],2015,['Manual'],"56,552",1,Diesel,"10,891"
555,2012 Maruti Swift DzireVDI BS IV Manual,"2,83,299","â‚¹6,302/month","68,930 km
1st Owner
Diesel",Delhi,Maruti,['Swift DzireVDI BS IV'],2012,['Manual'],"68,930",1,Diesel,"6,302"
556,2012 Maruti SwiftVDI Manual,"2,60,099","â‚¹5,786/month","1,20,326 km
2nd Owner
Diesel",Delhi,Maruti,['SwiftVDI'],2012,['Manual'],"1,20,326",2,Diesel,"5,786"
557,2017 Tata TIGORRevotron XT Manual,"4,35,999","â‚¹9,699/month","70,895 km
1st Owner
Petrol",Delhi,Tata,['TIGORRevotron XT'],2017,['Manual'],"70,895",1,Petrol,"9,699"
558,2017 Ford New Figo1.2 TREND Manual,"4,72,999","â‚¹10,522/month","3,430 km
1st Owner
Petrol",Delhi,Ford,['New Figo1.2 TREND'],2017,['Manual'],"3,430",1,Petrol,"10,522"
559,2016 Renault KwidRXT Manual,"2,91,299","â‚¹6,480/month","20,843 km
2nd Owner
Petrol",Delhi,Renault,['KwidRXT'],2016,['Manual'],"20,843",2,Petrol,"6,480"
560,2014 Maruti Alto K10VXI Manual,"2,86,199","â‚¹6,366/month","40,562 km
1st Owner
Petrol",Delhi,Maruti,['Alto K10VXI'],2014,['Manual'],"40,562",1,Petrol,"6,366"
561,2013 Toyota Innova2.5 GX 8 STR BS IV Manual,"6,72,199","â‚¹14,953/month","55,587 km
1st Owner
Diesel",Delhi,Toyota,['Innova2.5 GX 8 STR BS IV'],2013,['Manual'],"55,587",1,Diesel,"14,953"
562,2014 Ssangyong RextonRX 6 Manual,"6,94,599","â‚¹15,451/month","45,187 km
2nd Owner
Diesel",Delhi,Ssangyong,['RextonRX 6'],2014,['Manual'],"45,187",2,Diesel,"15,451"
563,2012 Hyundai i10MAGNA 1.2 KAPPA2 Manual,"2,57,499","â‚¹5,728/month","93,144 km
2nd Owner
Petrol + CNG",Delhi,Hyundai,['i10MAGNA 1.2 KAPPA2'],2012,['Manual'],"93,144",2,Petrol + CNG,"5,728"
564,2016 Maruti Swift DzireVXI 1.2 BS IV Manual,"4,63,999","â‚¹10,321/month","52,093 km
1st Owner
Petrol",Delhi,Maruti,['Swift DzireVXI 1.2 BS IV'],2016,['Manual'],"52,093",1,Petrol,"10,321"
565,2013 Maruti ErtigaVDI ABS Manual,"5,26,699","â‚¹11,716/month","39,487 km
1st Owner
Diesel",Delhi,Maruti,['ErtigaVDI ABS'],2013,['Manual'],"39,487",1,Diesel,"11,716"
566,2015 Maruti Swift DzireVDI ABS Manual,"4,55,799","â‚¹10,139/month","76,778 km
1st Owner
Diesel",Delhi,Maruti,['Swift DzireVDI ABS'],2015,['Manual'],"76,778",1,Diesel,"10,139"
567,2017 Maruti SwiftVDI ABS Manual,"4,66,299","â‚¹10,373/month","70,112 km
1st Owner
Diesel",Delhi,Maruti,['SwiftVDI ABS'],2017,['Manual'],"70,112",1,Diesel,"10,373"
568,2020 Toyota YARISJ MT Manual,"7,76,399","â‚¹17,271/month","13,976 km
1st Owner
Petrol",Delhi,Toyota,['YARISJ MT'],2020,['Manual'],"13,976",1,Petrol,"17,271"
569,2013 Toyota Fortuner3.0 AT 4X2 Automatic,"12,92,899","â‚¹28,760/month","74,189 km
1st Owner
Diesel",Delhi,Toyota,['Fortuner3.0 AT 4X2'],2013,['Automatic'],"74,189",1,Diesel,"28,760"
570,2019 Tata TiagoXT 1.2 REVOTRON Manual,"4,63,599","â‚¹10,313/month","32,535 km
1st Owner
Petrol",Delhi,Tata,['TiagoXT 1.2 REVOTRON'],2019,['Manual'],"32,535",1,Petrol,"10,313"
571,2016 Maruti CelerioVXI Manual,"3,85,099","â‚¹8,566/month","17,543 km
1st Owner
Petrol",Delhi,Maruti,['CelerioVXI'],2016,['Manual'],"17,543",1,Petrol,"8,566"
572,2016 Maruti Wagon R 1.0VXI AMT Automatic,"3,88,599","â‚¹8,644/month","41,586 km
1st Owner
Petrol",Delhi,Maruti,['Wagon R 1.0VXI AMT'],2016,['Automatic'],"41,586",1,Petrol,"8,644"
573,2014 Maruti SwiftVDI ABS Manual,"4,23,799","â‚¹9,427/month","44,609 km
1st Owner
Diesel",Delhi,Maruti,['SwiftVDI ABS'],2014,['Manual'],"44,609",1,Diesel,"9,427"
574,2015 Maruti ErtigaZDI Manual,"6,37,999","â‚¹14,192/month","52,870 km
1st Owner
Diesel",Delhi,Maruti,['ErtigaZDI'],2015,['Manual'],"52,870",1,Diesel,"14,192"
575,2015 Maruti ErtigaVXI Manual,"5,82,999","â‚¹12,968/month","43,104 km
1st Owner
Petrol",Delhi,Maruti,['ErtigaVXI'],2015,['Manual'],"43,104",1,Petrol,"12,968"
576,2016 Audi A340 TFSI PREMIUM Automatic,"14,29,099","â‚¹31,790/month","77,236 km
1st Owner
Petrol",Delhi,Audi,['A340 TFSI PREMIUM'],2016,['Automatic'],"77,236",1,Petrol,"31,790"
577,2015 Maruti ErtigaZDI Manual,"5,61,699","â‚¹12,495/month","66,594 km
2nd Owner
Diesel",Delhi,Maruti,['ErtigaZDI'],2015,['Manual'],"66,594",2,Diesel,"12,495"
578,2015 Maruti SwiftLDI O Manual,"3,89,699","â‚¹8,669/month","68,276 km
1st Owner
Diesel",Delhi,Maruti,['SwiftLDI O'],2015,['Manual'],"68,276",1,Diesel,"8,669"
579,2014 Maruti SwiftLXI Manual,"3,52,099","â‚¹7,832/month","1,04,448 km
1st Owner
Petrol + CNG",Delhi,Maruti,['SwiftLXI'],2014,['Manual'],"1,04,448",1,Petrol + CNG,"7,832"
580,2018 Renault KwidRXL Manual,"2,28,099","â‚¹5,074/month","41,197 km
2nd Owner
Petrol",Delhi,Renault,['KwidRXL'],2018,['Manual'],"41,197",2,Petrol,"5,074"
581,2011 Honda CityV MT PETROL Manual,"3,25,499","â‚¹7,241/month","1,49,072 km
1st Owner
Petrol",Delhi,Honda,['CityV MT PETROL'],2011,['Manual'],"1,49,072",1,Petrol,"7,241"
582,2018 Maruti Wagon R 1.0LXI CNG Manual,"4,00,799","â‚¹8,916/month","81,282 km
1st Owner
Petrol + CNG",Delhi,Maruti,['Wagon R 1.0LXI CNG'],2018,['Manual'],"81,282",1,Petrol + CNG,"8,916"
583,2018 Maruti DzireLXI Manual,"5,69,299","â‚¹12,664/month","9,838 km
1st Owner
Petrol",Delhi,Maruti,['DzireLXI'],2018,['Manual'],"9,838",1,Petrol,"12,664"
584,2018 Maruti DzireZDI Plus AMT Automatic,"6,12,699","â‚¹13,629/month","67,097 km
2nd Owner
Diesel",Delhi,Maruti,['DzireZDI Plus AMT'],2018,['Automatic'],"67,097",2,Diesel,"13,629"
585,2014 Ford Ecosport1.0 ECOBOOST TITANIUM OPT Manual,"5,42,199","â‚¹12,061/month","59,119 km
1st Owner
Petrol",Delhi,Ford,['Ecosport1.0 ECOBOOST TITANIUM OPT'],2014,['Manual'],"59,119",1,Petrol,"12,061"
586,2016 Tata TiagoXZ 1.2 REVOTRON Manual,"4,22,199","â‚¹9,392/month","33,213 km
1st Owner
Petrol",Delhi,Tata,['TiagoXZ 1.2 REVOTRON'],2016,['Manual'],"33,213",1,Petrol,"9,392"
587,2020 Hyundai AURAE MT 1.2 KAPPA ,"5,86,799","â‚¹13,053/month","1,441 km
1st Owner
Petrol",Delhi,Hyundai,[],2020,[],"1,441",1,Petrol,"13,053"
588,2018 Maruti Wagon R 1.0LXI CNG Manual,"3,68,599","â‚¹8,199/month","79,966 km
2nd Owner
Petrol + CNG",Delhi,Maruti,['Wagon R 1.0LXI CNG'],2018,['Manual'],"79,966",2,Petrol + CNG,"8,199"
589,2016 Maruti Vitara BrezzaZDI PLUS DUAL TONE Manual,"6,90,099","â‚¹15,351/month","29,749 km
2nd Owner
Diesel",Delhi,Maruti,['Vitara BrezzaZDI PLUS DUAL TONE'],2016,['Manual'],"29,749",2,Diesel,"15,351"
590,2021 Hyundai VENUES MT 1.2 KAPPA Manual,"8,30,199","â‚¹18,467/month","3,318 km
1st Owner
Petrol",Delhi,Hyundai,['VENUES MT 1.2 KAPPA'],2021,['Manual'],"3,318",1,Petrol,"18,467"
591,2015 BMW 3 Series320D Automatic,"16,37,699","â‚¹36,430/month","35,591 km
2nd Owner
Diesel",Delhi,BMW,['3 Series320D'],2015,['Automatic'],"35,591",2,Diesel,"36,430"
592,2018 Honda Amaze1.2 V CVT I VTEC Automatic,"7,16,699","â‚¹15,943/month","14,259 km
1st Owner
Petrol",Delhi,Honda,['Amaze1.2 V CVT I VTEC'],2018,['Automatic'],"14,259",1,Petrol,"15,943"
593,2019 Renault TRIBER1.0 RXL PETROL Manual,"5,01,999","â‚¹11,167/month","9,511 km
1st Owner
Petrol",Delhi,Renault,['TRIBER1.0 RXL PETROL'],2019,['Manual'],"9,511",1,Petrol,"11,167"
594,2016 Mahindra Kuv100K4 6 STR Manual,"3,75,499","â‚¹8,353/month","9,085 km
1st Owner
Petrol",Delhi,Mahindra,['Kuv100K4 6 STR'],2016,['Manual'],"9,085",1,Petrol,"8,353"
595,2017 Maruti BalenoDELTA 1.2 K12 AMT Automatic,"6,13,399","â‚¹13,645/month","23,537 km
1st Owner
Petrol",Delhi,Maruti,['BalenoDELTA 1.2 K12 AMT'],2017,['Automatic'],"23,537",1,Petrol,"13,645"
596,2012 Ford FiestaTITANIUM DIESEL Manual,"2,61,099","â‚¹5,808/month","68,356 km
2nd Owner
Diesel",Delhi,Ford,['FiestaTITANIUM DIESEL'],2012,['Manual'],"68,356",2,Diesel,"5,808"
597,2017 Hyundai Elite i20Magna Executive 1.2 Manual,"5,49,299","â‚¹12,219/month","32,515 km
1st Owner
Petrol",Delhi,Hyundai,['Elite i20Magna Executive 1.2'],2017,['Manual'],"32,515",1,Petrol,"12,219"
598,2018 Tata TiagoXZA 1.2 REVOTRON Automatic,"5,24,599","â‚¹11,669/month","14,692 km
1st Owner
Petrol",Delhi,Tata,['TiagoXZA 1.2 REVOTRON'],2018,['Automatic'],"14,692",1,Petrol,"11,669"
599,2020 Honda CityZX CVT Automatic,"13,17,899","â‚¹29,316/month","10,322 km
1st Owner
Petrol",Delhi,Honda,['CityZX CVT'],2020,['Automatic'],"10,322",1,Petrol,"29,316"
600,2017 Tata NEXONXM 1.5 Manual,"5,63,199","â‚¹12,528/month","67,257 km
1st Owner
Diesel",Delhi,Tata,['NEXONXM 1.5'],2017,['Manual'],"67,257",1,Diesel,"12,528"
601,2015 Toyota Fortuner3.0 AT 4X2 Automatic,"15,39,699","â‚¹34,250/month","90,313 km
1st Owner
Diesel",Delhi,Toyota,['Fortuner3.0 AT 4X2'],2015,['Automatic'],"90,313",1,Diesel,"34,250"
602,2015 Hyundai Creta1.6 SX CRDI Manual,"7,93,899","â‚¹17,660/month","1,17,683 km
1st Owner
Diesel",Delhi,Hyundai,['Creta1.6 SX CRDI'],2015,['Manual'],"1,17,683",1,Diesel,"17,660"
603,2018 Maruti BalenoDELTA 1.2 K12 Manual,"6,12,399","â‚¹13,622/month","23,580 km
1st Owner
Petrol",Delhi,Maruti,['BalenoDELTA 1.2 K12'],2018,['Manual'],"23,580",1,Petrol,"13,622"
604,2015 Hyundai XcentSX 1.2 Manual,"4,99,099","â‚¹11,102/month","59,007 km
3rd Owner
Petrol + CNG",Delhi,Hyundai,['XcentSX 1.2'],2015,['Manual'],"59,007",3,Petrol + CNG,"11,102"
605,2017 Renault Kwid1.0 RXT Opt Manual,"3,79,599","â‚¹8,444/month","19,518 km
1st Owner
Petrol",Delhi,Renault,['Kwid1.0 RXT Opt'],2017,['Manual'],"19,518",1,Petrol,"8,444"
606,2019 Tata TiagoXZ 1.2 REVOTRON Manual,"5,24,299","â‚¹11,663/month","5,332 km
1st Owner
Petrol",Delhi,Tata,['TiagoXZ 1.2 REVOTRON'],2019,['Manual'],"5,332",1,Petrol,"11,663"
607,2014 Hyundai Elite i20MAGNA 1.4 CRDI Manual,"4,78,499","â‚¹10,644/month","37,833 km
1st Owner
Diesel",Delhi,Hyundai,['Elite i20MAGNA 1.4 CRDI'],2014,['Manual'],"37,833",1,Diesel,"10,644"
608,2018 Maruti Alto 800LXI Manual,"2,95,599","â‚¹6,575/month","44,017 km
1st Owner
Petrol",Delhi,Maruti,['Alto 800LXI'],2018,['Manual'],"44,017",1,Petrol,"6,575"
609,2018 Maruti Alto 800LXI Manual,"2,95,599","â‚¹6,575/month","39,576 km
1st Owner
Petrol",Delhi,Maruti,['Alto 800LXI'],2018,['Manual'],"39,576",1,Petrol,"6,575"
610,2015 Hyundai Elite i20SPORTZ 1.2 Manual,"4,69,399","â‚¹10,442/month","59,080 km
2nd Owner
Petrol",Delhi,Hyundai,['Elite i20SPORTZ 1.2'],2015,['Manual'],"59,080",2,Petrol,"10,442"
611,2015 Hyundai XcentSX 1.1 CRDI Manual,"3,83,799","â‚¹8,537/month","38,512 km
1st Owner
Diesel",Delhi,Hyundai,['XcentSX 1.1 CRDI'],2015,['Manual'],"38,512",1,Diesel,"8,537"
612,2014 Volkswagen PoloTRENDLINE 1.2L PETROL Manual,"3,93,299","â‚¹8,749/month","71,299 km
2nd Owner
Petrol",Delhi,Volkswagen,['PoloTRENDLINE 1.2L PETROL'],2014,['Manual'],"71,299",2,Petrol,"8,749"
613,2018 Hyundai Tucson New2WD AT GL DIESEL Automatic,"15,82,399","â‚¹35,200/month","58,368 km
1st Owner
Diesel",Delhi,Hyundai,['Tucson New2WD AT GL DIESEL'],2018,['Automatic'],"58,368",1,Diesel,"35,200"
614,2018 Toyota Corolla AltisVL AT Automatic,"14,38,999","â‚¹32,010/month","53,593 km
1st Owner
Petrol",Delhi,Toyota,['Corolla AltisVL AT'],2018,['Automatic'],"53,593",1,Petrol,"32,010"
615,2016 Honda Jazz1.2 V AT Automatic,"5,07,199","â‚¹11,282/month","59,603 km
1st Owner
Petrol",Delhi,Honda,['Jazz1.2 V AT'],2016,['Automatic'],"59,603",1,Petrol,"11,282"
616,2018 Ford FREESTYLETITANIUM + 1.2 TI-VCT Manual,"5,16,899","â‚¹11,498/month","43,484 km
1st Owner
Petrol",Delhi,Ford,['FREESTYLETITANIUM + 1.2 TI-VCT'],2018,['Manual'],"43,484",1,Petrol,"11,498"
617,2016 Nissan TerranoXL P Manual,"5,42,199","â‚¹12,061/month","61,139 km
2nd Owner
Petrol",Delhi,Nissan,['TerranoXL P'],2016,['Manual'],"61,139",2,Petrol,"12,061"
618,2016 Maruti S CrossALPHA 1.6 Manual,"5,55,699","â‚¹12,361/month","1,17,629 km
1st Owner
Diesel",Delhi,Maruti,['S CrossALPHA 1.6'],2016,['Manual'],"1,17,629",1,Diesel,"12,361"
619,2020 Mahindra XUV 3OOW4 PETROL Manual,"7,98,699","â‚¹17,767/month","6,573 km
1st Owner
Petrol",Delhi,Mahindra,['XUV 3OOW4 PETROL'],2020,['Manual'],"6,573",1,Petrol,"17,767"
620,2017 Toyota Innova CrystaTouring Sport Diesel AT Automatic,"15,47,299","â‚¹34,419/month","85,295 km
1st Owner
Diesel",Delhi,Toyota,['Innova CrystaTouring Sport Diesel AT'],2017,['Automatic'],"85,295",1,Diesel,"34,419"
621,2019 Hyundai GRAND I10 NIOSAsta Petrol Manual,"6,68,099","â‚¹14,861/month","5,906 km
1st Owner
Petrol",Delhi,Hyundai,['GRAND I10 NIOSAsta Petrol'],2019,['Manual'],"5,906",1,Petrol,"14,861"
622,2012 Honda Brio1.2 V MT I VTEC Manual,"2,95,899","â‚¹6,582/month","82,431 km
1st Owner
Petrol",Delhi,Honda,['Brio1.2 V MT I VTEC'],2012,['Manual'],"82,431",1,Petrol,"6,582"
623,2019 Hyundai GRAND I10 NIOSSPORTZ 1.2 AT Automatic,"6,19,799","â‚¹13,787/month","12,867 km
1st Owner
Petrol",Delhi,Hyundai,['GRAND I10 NIOSSPORTZ 1.2 AT'],2019,['Automatic'],"12,867",1,Petrol,"13,787"
624,2016 Renault KwidRXT Manual,"2,57,499","â‚¹5,728/month","32,676 km
2nd Owner
Petrol",Delhi,Renault,['KwidRXT'],2016,['Manual'],"32,676",2,Petrol,"5,728"
625,2018 Hyundai Elite i20ASTA 1.4 CRDI Manual,"6,72,999","â‚¹14,970/month","74,782 km
2nd Owner
Diesel",Delhi,Hyundai,['Elite i20ASTA 1.4 CRDI'],2018,['Manual'],"74,782",2,Diesel,"14,970"
626,2016 Honda CRV2.4 AWD AT Automatic,"11,42,699","â‚¹25,419/month","1,03,602 km
2nd Owner
Petrol",Delhi,Honda,['CRV2.4 AWD AT'],2016,['Automatic'],"1,03,602",2,Petrol,"25,419"
627,2014 Hyundai XcentSX 1.2 OPT Manual,"4,22,799","â‚¹9,405/month","60,824 km
2nd Owner
Petrol",Delhi,Hyundai,['XcentSX 1.2 OPT'],2014,['Manual'],"60,824",2,Petrol,"9,405"
628,2014 Ford Ecosport1.5 TITANIUM TI VCT AT Automatic,"5,13,799","â‚¹11,429/month","58,943 km
1st Owner
Petrol",Delhi,Ford,['Ecosport1.5 TITANIUM TI VCT AT'],2014,['Automatic'],"58,943",1,Petrol,"11,429"
629,2015 Hyundai Elite i20SPORTZ 1.2 Manual,"4,79,799","â‚¹10,673/month","70,052 km
1st Owner
Petrol",Delhi,Hyundai,['Elite i20SPORTZ 1.2'],2015,['Manual'],"70,052",1,Petrol,"10,673"
630,2017 Maruti DzireVDI Manual,"6,10,199","â‚¹13,574/month","56,502 km
1st Owner
Diesel",Delhi,Maruti,['DzireVDI'],2017,['Manual'],"56,502",1,Diesel,"13,574"
631,2015 Hyundai Creta1.6 SX (O) CRDI Manual,"8,86,899","â‚¹19,729/month","24,768 km
1st Owner
Diesel",Delhi,Hyundai,['Creta1.6 SX (O) CRDI'],2015,['Manual'],"24,768",1,Diesel,"19,729"
632,2015 Hyundai Creta1.6 SX (O) CRDI Manual,"8,26,899","â‚¹18,394/month","58,003 km
1st Owner
Diesel",Delhi,Hyundai,['Creta1.6 SX (O) CRDI'],2015,['Manual'],"58,003",1,Diesel,"18,394"
633,2015 Hyundai EonMAGNA PLUS Manual,"2,99,299","â‚¹6,658/month","63,317 km
1st Owner
Petrol",Delhi,Hyundai,['EonMAGNA PLUS'],2015,['Manual'],"63,317",1,Petrol,"6,658"
634,2015 BMW 5 Series520D LUXURY LINE Automatic,"20,43,799","â‚¹45,463/month","80,744 km
2nd Owner
Diesel",Delhi,BMW,['5 Series520D LUXURY LINE'],2015,['Automatic'],"80,744",2,Diesel,"45,463"
635,2019 Hyundai VENUESX(O) CRDi Manual,"9,29,299","â‚¹20,672/month","25,835 km
1st Owner
Diesel",Delhi,Hyundai,['VENUESX(O) CRDi'],2019,['Manual'],"25,835",1,Diesel,"20,672"
636,2020 Ford New Figo1.2 TREND Manual,"5,57,899","â‚¹12,410/month","3,563 km
1st Owner
Petrol",Delhi,Ford,['New Figo1.2 TREND'],2020,['Manual'],"3,563",1,Petrol,"12,410"
